category,backbone,seed,shift,calibration,n_calib,image_auroc,false_alarm,miss_three_way,unsure_rate
screw,dinov2_s,3,blur_1,recal_20,20,0.8300881328141012,0.0,0.2857142857142857,0.44375
screw,dinov2_s,3,blur_1,recal_all,64,0.8300881328141012,0.024390243902439025,0.18487394957983194,0.4125
screw,dinov2_s,3,blur_2,clean_calib,64,0.659971305595409,1.0,0.0,0.0
screw,dinov2_s,3,blur_2,recal_20,20,0.659971305595409,0.024390243902439025,0.33613445378151263,0.475
screw,dinov2_s,3,blur_2,recal_all,64,0.659971305595409,0.0975609756097561,0.33613445378151263,0.35625
screw,dinov2_s,4,clean,clean_calib,64,0.8837876614060259,0.0,0.10084033613445378,0.40625
screw,dinov2_s,4,clean,recal_20,20,0.8837876614060259,0.07317073170731707,0.15966386554621848,0.25625
screw,dinov2_s,4,clean,recal_all,64,0.8837876614060259,0.0,0.10084033613445378,0.40625
screw,dinov2_s,4,darker_0.7,clean_calib,64,0.9077679852428776,0.024390243902439025,0.058823529411764705,0.375
screw,dinov2_s,4,darker_0.7,recal_20,20,0.9077679852428776,0.0,0.08403361344537816,0.4125
screw,dinov2_s,4,darker_0.7,recal_all,64,0.9077679852428776,0.04878048780487805,0.08403361344537816,0.3
screw,dinov2_s,4,brighter_1.3,clean_calib,64,0.9995900799344127,0.024390243902439025,0.0,0.08125
screw,dinov2_s,4,brighter_1.3,recal_20,20,0.9995900799344127,0.0,0.31092436974789917,0.49375
screw,dinov2_s,4,brighter_1.3,recal_all,64,0.9995900799344127,0.0,0.29411764705882354,0.49375
screw,dinov2_s,4,rotate_5,clean_calib,64,0.4734576757532281,1.0,0.0,0.0
screw,dinov2_s,4,rotate_5,recal_20,20,0.4734576757532281,0.17073170731707318,0.8823529411764706,0.0375
screw,dinov2_s,4,rotate_5,recal_all,64,0.4734576757532281,0.07317073170731707,0.8319327731092437,0.14375
screw,dinov2_s,4,rotate_15,clean_calib,64,0.48555031768805085,1.0,0.0,0.0
screw,dinov2_s,4,rotate_15,recal_20,20,0.48555031768805085,0.04878048780487805,0.7899159663865546,0.175
screw,dinov2_s,4,rotate_15,recal_all,64,0.48555031768805085,0.04878048780487805,0.7647058823529411,0.1875
screw,dinov2_s,4,blur_1,clean_calib,64,0.8186103709776594,0.14634146341463414,0.06722689075630252,0.38125
screw,dinov2_s,4,blur_1,recal_20,20,0.8186103709776594,0.04878048780487805,0.13445378151260504,0.43125
screw,dinov2_s,4,blur_1,recal_all,64,0.8186103709776594,0.07317073170731707,0.13445378151260504,0.375
screw,dinov2_s,4,blur_2,clean_calib,64,0.7167452346792376,1.0,0.0,0.0
screw,dinov2_s,4,blur_2,recal_20,20,0.7167452346792376,0.07317073170731707,0.47058823529411764,0.1125
screw,dinov2_s,4,blur_2,recal_all,64,0.7167452346792376,0.04878048780487805,0.42857142857142855,0.225
