backbone,category,n_fit,seed,alpha_ok,false_alarm_rate,miss_rate,unsure_rate,unsure_rate_good,unsure_rate_defect,accuracy_on_decided
dinov2_s,screw_s448,256,3,0.3,0.024390243902439025,0.01680672268907563,0.2,0.1951219512195122,0.20168067226890757,0.9765625
dinov2_s,screw_s448,256,3,0.35,0.024390243902439025,0.008403361344537815,0.225,0.2682926829268293,0.21008403361344538,0.9838709677419355
dinov2_s,screw_s448,256,3,0.4,0.024390243902439025,0.008403361344537815,0.225,0.2682926829268293,0.21008403361344538,0.9838709677419355
dinov2_s,screw_s448,256,3,0.45,0.024390243902439025,0.008403361344537815,0.2625,0.4146341463414634,0.21008403361344538,0.9830508474576272
dinov2_s,screw_s448,256,3,0.5,0.024390243902439025,0.0,0.30625,0.5609756097560976,0.2184873949579832,0.990990990990991
dinov2_s,screw_s448,256,3,0.55,0.024390243902439025,0.0,0.31875,0.6097560975609756,0.2184873949579832,0.9908256880733946
dinov2_s,screw_s448,256,3,0.6,0.024390243902439025,0.0,0.34375,0.7073170731707317,0.2184873949579832,0.9904761904761905
dinov2_s,screw_s448,256,4,0.05,0.0,0.13445378151260504,0.0,0.0,0.0,0.9
dinov2_s,screw_s448,256,4,0.1,0.0,0.07563025210084033,0.0625,0.07317073170731707,0.058823529411764705,0.94
dinov2_s,screw_s448,256,4,0.15,0.0,0.04201680672268908,0.10625,0.14634146341463414,0.09243697478991597,0.965034965034965
dinov2_s,screw_s448,256,4,0.2,0.0,0.025210084033613446,0.14375,0.24390243902439024,0.1092436974789916,0.9781021897810219
dinov2_s,screw_s448,256,4,0.25,0.0,0.025210084033613446,0.15625,0.2926829268292683,0.1092436974789916,0.9777777777777777
dinov2_s,screw_s448,256,4,0.3,0.0,0.01680672268907563,0.18125,0.36585365853658536,0.11764705882352941,0.9847328244274809
dinov2_s,screw_s448,256,4,0.35,0.0,0.01680672268907563,0.19375,0.4146341463414634,0.11764705882352941,0.9844961240310077
dinov2_s,screw_s448,256,4,0.4,0.0,0.008403361344537815,0.20625,0.43902439024390244,0.12605042016806722,0.9921259842519685
dinov2_s,screw_s448,256,4,0.45,0.0,0.0,0.21875,0.4634146341463415,0.13445378151260504,1.0
dinov2_s,screw_s448,256,4,0.5,0.0,0.0,0.2375,0.5365853658536586,0.13445378151260504,1.0
dinov2_s,screw_s448,256,4,0.55,0.0,0.0,0.25625,0.6097560975609756,0.13445378151260504,1.0
dinov2_s,screw_s448,256,4,0.6,0.0,0.0,0.28125,0.7073170731707317,0.13445378151260504,1.0
wrn50,bottle,167,0,0.05,0.05,0.0,0.0,0.0,0.0,0.9879518072289156
wrn50,bottle,167,0,0.1,0.05,0.0,0.0,0.0,0.0,0.9879518072289156
wrn50,bottle,167,0,0.15,0.05,0.0,0.012048192771084338,0.05,0.0,0.9878048780487805
wrn50,bottle,167,0,0.2,0.05,0.0,0.03614457831325301,0.15,0.0,0.9875
wrn50,bottle,167,0,0.25,0.05,0.0,0.03614457831325301,0.15,0.0,0.9875
wrn50,bottle,167,0,0.3,0.05,0.0,0.060240963855421686,0.25,0.0,0.9871794871794872
wrn50,bottle,167,0,0.35,0.05,0.0,0.0963855421686747,0.4,0.0,0.9866666666666667
wrn50,bottle,167,0,0.4,0.05,0.0,0.14457831325301204,0.6,0.0,0.9859154929577465
wrn50,bottle,167,0,0.45,0.05,0.0,0.14457831325301204,0.6,0.0,0.9859154929577465
wrn50,bottle,167,0,0.5,0.05,0.0,0.14457831325301204,0.6,0.0,0.9859154929577465
wrn50,bottle,167,0,0.55,0.05,0.0,0.1686746987951807,0.7,0.0,0.9855072463768116
wrn50,bottle,167,0,0.6,0.05,0.0,0.1686746987951807,0.7,0.0,0.9855072463768116
wrn50,bottle,167,1,0.05,0.05,0.0,0.0,0.0,0.0,0.9879518072289156
wrn50,bottle,167,1,0.1,0.05,0.0,0.024096385542168676,0.1,0.0,0.9876543209876543
wrn50,bottle,167,1,0.15,0.05,0.0,0.024096385542168676,0.1,0.0,0.9876543209876543
wrn50,bottle,167,1,0.2,0.05,0.0,0.03614457831325301,0.15,0.0,0.9875
wrn50,bottle,167,1,0.25,0.05,0.0,0.03614457831325301,0.15,0.0,0.9875
wrn50,bottle,167,1,0.3,0.05,0.0,0.04819277108433735,0.2,0.0,0.9873417721518988
wrn50,bottle,167,1,0.35,0.05,0.0,0.08433734939759036,0.35,0.0,0.9868421052631579
wrn50,bottle,167,1,0.4,0.05,0.0,0.08433734939759036,0.35,0.0,0.9868421052631579
wrn50,bottle,167,1,0.45,0.05,0.0,0.10843373493975904,0.45,0.0,0.9864864864864865
wrn50,bottle,167,1,0.5,0.05,0.0,0.10843373493975904,0.45,0.0,0.9864864864864865
wrn50,bottle,167,1,0.55,0.05,0.0,0.12048192771084337,0.5,0.0,0.9863013698630136
wrn50,bottle,167,1,0.6,0.05,0.0,0.14457831325301204,0.6,0.0,0.9859154929577465
wrn50,bottle,167,2,0.05,0.0,0.0,0.0,0.0,0.0,1.0
wrn50,bottle,167,2,0.1,0.0,0.0,0.024096385542168676,0.1,0.0,1.0
wrn50,bottle,167,2,0.15,0.0,0.0,0.04819277108433735,0.2,0.0,1.0
wrn50,bottle,167,2,0.2,0.0,0.0,0.04819277108433735,0.2,0.0,1.0
wrn50,bottle,167,2,0.25,0.0,0.0,0.04819277108433735,0.2,0.0,1.0
wrn50,bottle,167,2,0.3,0.0,0.0,0.07228915662650602,0.3,0.0,1.0
wrn50,bottle,167,2,0.35,0.0,0.0,0.14457831325301204,0.6,0.0,1.0
wrn50,bottle,167,2,0.4,0.0,0.0,0.14457831325301204,0.6,0.0,1.0
wrn50,bottle,167,2,0.45,0.0,0.0,0.1566265060240964,0.65,0.0,1.0
wrn50,bottle,167,2,0.5,0.0,0.0,0.1686746987951807,0.7,0.0,1.0
wrn50,bottle,167,2,0.55,0.0,0.0,0.18072289156626506,0.75,0.0,1.0
wrn50,bottle,167,2,0.6,0.0,0.0,0.1927710843373494,0.8,0.0,1.0
wrn50,bottle,167,3,0.05,0.0,0.0,0.0,0.0,0.0,1.0
wrn50,bottle,167,3,0.1,0.0,0.0,0.04819277108433735,0.2,0.0,1.0
wrn50,bottle,167,3,0.15,0.0,0.0,0.04819277108433735,0.2,0.0,1.0
wrn50,bottle,167,3,0.2,0.0,0.0,0.04819277108433735,0.2,0.0,1.0
wrn50,bottle,167,3,0.25,0.0,0.0,0.060240963855421686,0.25,0.0,1.0
wrn50,bottle,167,3,0.3,0.0,0.0,0.07228915662650602,0.3,0.0,1.0
wrn50,bottle,167,3,0.35,0.0,0.0,0.07228915662650602,0.3,0.0,1.0
wrn50,bottle,167,3,0.4,0.0,0.0,0.0963855421686747,0.4,0.0,1.0
wrn50,bottle,167,3,0.45,0.0,0.0,0.0963855421686747,0.4,0.0,1.0
wrn50,bottle,167,3,0.5,0.0,0.0,0.10843373493975904,0.45,0.0,1.0
wrn50,bottle,167,3,0.55,0.0,0.0,0.13253012048192772,0.55,0.0,1.0
wrn50,bottle,167,3,0.6,0.0,0.0,0.13253012048192772,0.55,0.0,1.0
wrn50,bottle,167,4,0.05,0.05,0.0,0.0,0.0,0.0,0.9879518072289156
wrn50,bottle,167,4,0.1,0.05,0.0,0.012048192771084338,0.05,0.0,0.9878048780487805
wrn50,bottle,167,4,0.15,0.05,0.0,0.024096385542168676,0.1,0.0,0.9876543209876543
wrn50,bottle,167,4,0.2,0.05,0.0,0.04819277108433735,0.2,0.0,0.9873417721518988
wrn50,bottle,167,4,0.25,0.05,0.0,0.04819277108433735,0.2,0.0,0.9873417721518988
wrn50,bottle,167,4,0.3,0.05,0.0,0.04819277108433735,0.2,0.0,0.9873417721518988
wrn50,bottle,167,4,0.35,0.05,0.0,0.060240963855421686,0.25,0.0,0.9871794871794872
wrn50,bottle,167,4,0.4,0.05,0.0,0.060240963855421686,0.25,0.0,0.9871794871794872
wrn50,bottle,167,4,0.45,0.05,0.0,0.0963855421686747,0.4,0.0,0.9866666666666667
wrn50,bottle,167,4,0.5,0.05,0.0,0.0963855421686747,0.4,0.0,0.9866666666666667
wrn50,bottle,167,4,0.55,0.05,0.0,0.0963855421686747,0.4,0.0,0.9866666666666667
wrn50,bottle,167,4,0.6,0.05,0.0,0.0963855421686747,0.4,0.0,0.9866666666666667
wrn50,metal_nut,176,0,0.05,0.045454545454545456,0.010752688172043012,0.0,0.0,0.0,0.9826086956521739
wrn50,metal_nut,176,0,0.1,0.045454545454545456,0.0,0.017391304347826087,0.045454545454545456,0.010752688172043012,0.9911504424778761
wrn50,metal_nut,176,0,0.15,0.045454545454545456,0.0,0.043478260869565216,0.18181818181818182,0.010752688172043012,0.990909090909091
wrn50,metal_nut,176,0,0.2,0.045454545454545456,0.0,0.06086956521739131,0.2727272727272727,0.010752688172043012,0.9907407407407407
wrn50,metal_nut,176,0,0.25,0.045454545454545456,0.0,0.06086956521739131,0.2727272727272727,0.010752688172043012,0.9907407407407407
wrn50,metal_nut,176,0,0.3,0.045454545454545456,0.0,0.08695652173913043,0.4090909090909091,0.010752688172043012,0.9904761904761905
wrn50,metal_nut,176,0,0.35,0.045454545454545456,0.0,0.10434782608695652,0.5,0.010752688172043012,0.9902912621359223
wrn50,metal_nut,176,0,0.4,0.045454545454545456,0.0,0.10434782608695652,0.5,0.010752688172043012,0.9902912621359223
wrn50,metal_nut,176,0,0.45,0.045454545454545456,0.0,0.10434782608695652,0.5,0.010752688172043012,0.9902912621359223
wrn50,metal_nut,176,0,0.5,0.045454545454545456,0.0,0.1391304347826087,0.6818181818181818,0.010752688172043012,0.98989898989899
wrn50,metal_nut,176,0,0.55,0.045454545454545456,0.0,0.16521739130434782,0.8181818181818182,0.010752688172043012,0.9895833333333334
wrn50,metal_nut,176,0,0.6,0.045454545454545456,0.0,0.16521739130434782,0.8181818181818182,0.010752688172043012,0.9895833333333334
wrn50,metal_nut,176,1,0.05,0.09090909090909091,0.0,0.0,0.0,0.0,0.9826086956521739
wrn50,metal_nut,176,1,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.9826086956521739
wrn50,metal_nut,176,1,0.15,0.09090909090909091,0.0,0.02608695652173913,0.13636363636363635,0.0,0.9821428571428571
wrn50,metal_nut,176,1,0.2,0.09090909090909091,0.0,0.034782608695652174,0.18181818181818182,0.0,0.9819819819819819
wrn50,metal_nut,176,1,0.25,0.09090909090909091,0.0,0.06956521739130435,0.36363636363636365,0.0,0.9813084112149533
wrn50,metal_nut,176,1,0.3,0.09090909090909091,0.0,0.06956521739130435,0.36363636363636365,0.0,0.9813084112149533
wrn50,metal_nut,176,1,0.35,0.09090909090909091,0.0,0.06956521739130435,0.36363636363636365,0.0,0.9813084112149533
wrn50,metal_nut,176,1,0.4,0.09090909090909091,0.0,0.0782608695652174,0.4090909090909091,0.0,0.9811320754716981
wrn50,metal_nut,176,1,0.45,0.09090909090909091,0.0,0.08695652173913043,0.45454545454545453,0.0,0.9809523809523809
wrn50,metal_nut,176,1,0.5,0.09090909090909091,0.0,0.08695652173913043,0.45454545454545453,0.0,0.9809523809523809
wrn50,metal_nut,176,1,0.55,0.09090909090909091,0.0,0.08695652173913043,0.45454545454545453,0.0,0.9809523809523809
wrn50,metal_nut,176,1,0.6,0.09090909090909091,0.0,0.09565217391304348,0.5,0.0,0.9807692307692307
wrn50,metal_nut,176,2,0.05,0.13636363636363635,0.0,0.0,0.0,0.0,0.9739130434782609
wrn50,metal_nut,176,2,0.1,0.13636363636363635,0.0,0.05217391304347826,0.2727272727272727,0.0,0.9724770642201835
wrn50,metal_nut,176,2,0.15,0.13636363636363635,0.0,0.06086956521739131,0.3181818181818182,0.0,0.9722222222222222
wrn50,metal_nut,176,2,0.2,0.13636363636363635,0.0,0.0782608695652174,0.4090909090909091,0.0,0.9716981132075472
wrn50,metal_nut,176,2,0.25,0.13636363636363635,0.0,0.08695652173913043,0.45454545454545453,0.0,0.9714285714285714
wrn50,metal_nut,176,2,0.3,0.13636363636363635,0.0,0.09565217391304348,0.5,0.0,0.9711538461538461
wrn50,metal_nut,176,2,0.35,0.13636363636363635,0.0,0.10434782608695652,0.5454545454545454,0.0,0.970873786407767
wrn50,metal_nut,176,2,0.4,0.13636363636363635,0.0,0.10434782608695652,0.5454545454545454,0.0,0.970873786407767
wrn50,metal_nut,176,2,0.45,0.13636363636363635,0.0,0.10434782608695652,0.5454545454545454,0.0,0.970873786407767
wrn50,metal_nut,176,2,0.5,0.13636363636363635,0.0,0.10434782608695652,0.5454545454545454,0.0,0.970873786407767
wrn50,metal_nut,176,2,0.55,0.13636363636363635,0.0,0.10434782608695652,0.5454545454545454,0.0,0.970873786407767
wrn50,metal_nut,176,2,0.6,0.13636363636363635,0.0,0.10434782608695652,0.5454545454545454,0.0,0.970873786407767
wrn50,metal_nut,176,3,0.05,0.09090909090909091,0.0,0.0,0.0,0.0,0.9826086956521739
wrn50,metal_nut,176,3,0.1,0.09090909090909091,0.0,0.0,0.0,0.0,0.9826086956521739
wrn50,metal_nut,176,3,0.15,0.09090909090909091,0.0,0.008695652173913044,0.045454545454545456,0.0,0.9824561403508771
wrn50,metal_nut,176,3,0.2,0.09090909090909091,0.0,0.017391304347826087,0.09090909090909091,0.0,0.9823008849557522
wrn50,metal_nut,176,3,0.25,0.09090909090909091,0.0,0.05217391304347826,0.2727272727272727,0.0,0.981651376146789
wrn50,metal_nut,176,3,0.3,0.09090909090909091,0.0,0.0782608695652174,0.4090909090909091,0.0,0.9811320754716981
wrn50,metal_nut,176,3,0.35,0.09090909090909091,0.0,0.0782608695652174,0.4090909090909091,0.0,0.9811320754716981
wrn50,metal_nut,176,3,0.4,0.09090909090909091,0.0,0.08695652173913043,0.45454545454545453,0.0,0.9809523809523809
wrn50,metal_nut,176,3,0.45,0.09090909090909091,0.0,0.08695652173913043,0.45454545454545453,0.0,0.9809523809523809
wrn50,metal_nut,176,3,0.5,0.09090909090909091,0.0,0.08695652173913043,0.45454545454545453,0.0,0.9809523809523809
wrn50,metal_nut,176,3,0.55,0.09090909090909091,0.0,0.09565217391304348,0.5,0.0,0.9807692307692307
wrn50,metal_nut,176,3,0.6,0.09090909090909091,0.0,0.09565217391304348,0.5,0.0,0.9807692307692307
wrn50,metal_nut,176,4,0.05,0.09090909090909091,0.0,0.0,0.0,0.0,0.9826086956521739
wrn50,metal_nut,176,4,0.1,0.09090909090909091,0.0,0.008695652173913044,0.045454545454545456,0.0,0.9824561403508771
wrn50,metal_nut,176,4,0.15,0.09090909090909091,0.0,0.008695652173913044,0.045454545454545456,0.0,0.9824561403508771
wrn50,metal_nut,176,4,0.2,0.09090909090909091,0.0,0.02608695652173913,0.13636363636363635,0.0,0.9821428571428571
wrn50,metal_nut,176,4,0.25,0.09090909090909091,0.0,0.02608695652173913,0.13636363636363635,0.0,0.9821428571428571
wrn50,metal_nut,176,4,0.3,0.09090909090909091,0.0,0.05217391304347826,0.2727272727272727,0.0,0.981651376146789
wrn50,metal_nut,176,4,0.35,0.09090909090909091,0.0,0.0782608695652174,0.4090909090909091,0.0,0.9811320754716981
wrn50,metal_nut,176,4,0.4,0.09090909090909091,0.0,0.09565217391304348,0.5,0.0,0.9807692307692307
wrn50,metal_nut,176,4,0.45,0.09090909090909091,0.0,0.09565217391304348,0.5,0.0,0.9807692307692307
wrn50,metal_nut,176,4,0.5,0.09090909090909091,0.0,0.10434782608695652,0.5454545454545454,0.0,0.9805825242718447
wrn50,metal_nut,176,4,0.55,0.09090909090909091,0.0,0.10434782608695652,0.5454545454545454,0.0,0.9805825242718447
wrn50,metal_nut,176,4,0.6,0.09090909090909091,0.0,0.10434782608695652,0.5454545454545454,0.0,0.9805825242718447
wrn50,screw_c25,256,0,0.05,0.12195121951219512,0.21008403361344538,0.0,0.0,0.0,0.8125
wrn50,screw_c25,256,0,0.1,0.12195121951219512,0.07563025210084033,0.13125,0.12195121951219512,0.13445378151260504,0.8992805755395683
wrn50,screw_c25,256,0,0.15,0.12195121951219512,0.06722689075630252,0.15,0.17073170731707318,0.14285714285714285,0.9044117647058824
wrn50,screw_c25,256,0,0.2,0.12195121951219512,0.025210084033613446,0.2125,0.2926829268292683,0.18487394957983194,0.9365079365079365
wrn50,screw_c25,256,0,0.25,0.12195121951219512,0.0,0.23125,0.2926829268292683,0.21008403361344538,0.959349593495935
wrn50,screw_c25,256,0,0.3,0.12195121951219512,0.0,0.23125,0.2926829268292683,0.21008403361344538,0.959349593495935
wrn50,screw_c25,256,0,0.35,0.12195121951219512,0.0,0.25,0.36585365853658536,0.21008403361344538,0.9583333333333334
wrn50,screw_c25,256,0,0.4,0.12195121951219512,0.0,0.2625,0.4146341463414634,0.21008403361344538,0.9576271186440678
wrn50,screw_c25,256,0,0.45,0.12195121951219512,0.0,0.2625,0.4146341463414634,0.21008403361344538,0.9576271186440678
wrn50,screw_c25,256,0,0.5,0.12195121951219512,0.0,0.28125,0.4878048780487805,0.21008403361344538,0.9565217391304348
wrn50,screw_c25,256,0,0.55,0.12195121951219512,0.0,0.30625,0.5853658536585366,0.21008403361344538,0.954954954954955
wrn50,screw_c25,256,0,0.6,0.12195121951219512,0.0,0.3125,0.6097560975609756,0.21008403361344538,0.9545454545454546
wrn50,screw_c25,256,1,0.05,0.024390243902439025,0.31092436974789917,0.0,0.0,0.0,0.7625
wrn50,screw_c25,256,1,0.1,0.024390243902439025,0.13445378151260504,0.16875,0.14634146341463414,0.17647058823529413,0.8721804511278195
wrn50,screw_c25,256,1,0.15,0.024390243902439025,0.04201680672268908,0.26875,0.2682926829268293,0.2689075630252101,0.9487179487179487
wrn50,screw_c25,256,1,0.2,0.024390243902439025,0.025210084033613446,0.28125,0.2682926829268293,0.2857142857142857,0.9652173913043478
wrn50,screw_c25,256,1,0.25,0.024390243902439025,0.01680672268907563,0.2875,0.2682926829268293,0.29411764705882354,0.9736842105263158
wrn50,screw_c25,256,1,0.3,0.024390243902439025,0.0,0.31875,0.34146341463414637,0.31092436974789917,0.9908256880733946
wrn50,screw_c25,256,1,0.35,0.024390243902439025,0.0,0.3375,0.4146341463414634,0.31092436974789917,0.9905660377358491
wrn50,screw_c25,256,1,0.4,0.024390243902439025,0.0,0.3625,0.5121951219512195,0.31092436974789917,0.9901960784313726
wrn50,screw_c25,256,1,0.45,0.024390243902439025,0.0,0.38125,0.5853658536585366,0.31092436974789917,0.98989898989899
wrn50,screw_c25,256,1,0.5,0.024390243902439025,0.0,0.39375,0.6341463414634146,0.31092436974789917,0.9896907216494846
wrn50,screw_c25,256,1,0.55,0.024390243902439025,0.0,0.4,0.6585365853658537,0.31092436974789917,0.9895833333333334
wrn50,screw_c25,256,1,0.6,0.024390243902439025,0.0,0.4,0.6585365853658537,0.31092436974789917,0.9895833333333334
wrn50,screw_c25,256,2,0.05,0.12195121951219512,0.13445378151260504,0.0,0.0,0.0,0.86875
wrn50,screw_c25,256,2,0.1,0.12195121951219512,0.11764705882352941,0.01875,0.024390243902439025,0.01680672268907563,0.8789808917197452
wrn50,screw_c25,256,2,0.15,0.12195121951219512,0.1092436974789916,0.0375,0.07317073170731707,0.025210084033613446,0.8831168831168831
wrn50,screw_c25,256,2,0.2,0.12195121951219512,0.06722689075630252,0.1,0.1951219512195122,0.06722689075630252,0.9097222222222222
wrn50,screw_c25,256,2,0.25,0.12195121951219512,0.01680672268907563,0.1625,0.2926829268292683,0.11764705882352941,0.9477611940298507
wrn50,screw_c25,256,2,0.3,0.12195121951219512,0.01680672268907563,0.1625,0.2926829268292683,0.11764705882352941,0.9477611940298507
wrn50,screw_c25,256,2,0.35,0.12195121951219512,0.0,0.18125,0.3170731707317073,0.13445378151260504,0.9618320610687023
wrn50,screw_c25,256,2,0.4,0.12195121951219512,0.0,0.19375,0.36585365853658536,0.13445378151260504,0.9612403100775194
wrn50,screw_c25,256,2,0.45,0.12195121951219512,0.0,0.21875,0.4634146341463415,0.13445378151260504,0.96
wrn50,screw_c25,256,2,0.5,0.12195121951219512,0.0,0.24375,0.5609756097560976,0.13445378151260504,0.9586776859504132
wrn50,screw_c25,256,2,0.55,0.12195121951219512,0.0,0.25,0.5853658536585366,0.13445378151260504,0.9583333333333334
wrn50,screw_c25,256,2,0.6,0.12195121951219512,0.0,0.29375,0.7560975609756098,0.13445378151260504,0.9557522123893806
wrn50,screw_c25,256,3,0.05,0.04878048780487805,0.25210084033613445,0.0,0.0,0.0,0.8
wrn50,screw_c25,256,3,0.1,0.04878048780487805,0.13445378151260504,0.13125,0.17073170731707318,0.11764705882352941,0.8705035971223022
wrn50,screw_c25,256,3,0.15,0.04878048780487805,0.08403361344537816,0.2,0.2926829268292683,0.16806722689075632,0.90625
wrn50,screw_c25,256,3,0.2,0.04878048780487805,0.008403361344537815,0.26875,0.34146341463414637,0.24369747899159663,0.9743589743589743
wrn50,screw_c25,256,3,0.25,0.04878048780487805,0.008403361344537815,0.28125,0.3902439024390244,0.24369747899159663,0.9739130434782609
wrn50,screw_c25,256,3,0.3,0.04878048780487805,0.0,0.3,0.43902439024390244,0.25210084033613445,0.9821428571428571
wrn50,screw_c25,256,3,0.35,0.04878048780487805,0.0,0.3,0.43902439024390244,0.25210084033613445,0.9821428571428571
wrn50,screw_c25,256,3,0.4,0.04878048780487805,0.0,0.34375,0.6097560975609756,0.25210084033613445,0.9809523809523809
wrn50,screw_c25,256,3,0.45,0.04878048780487805,0.0,0.35,0.6341463414634146,0.25210084033613445,0.9807692307692307
wrn50,screw_c25,256,3,0.5,0.04878048780487805,0.0,0.38125,0.7560975609756098,0.25210084033613445,0.9797979797979798
wrn50,screw_c25,256,3,0.55,0.04878048780487805,0.0,0.3875,0.7804878048780488,0.25210084033613445,0.9795918367346939
wrn50,screw_c25,256,3,0.6,0.04878048780487805,0.0,0.39375,0.8048780487804879,0.25210084033613445,0.979381443298969
wrn50,screw_c25,256,4,0.05,0.024390243902439025,0.3025210084033613,0.0,0.0,0.0,0.76875
wrn50,screw_c25,256,4,0.1,0.024390243902439025,0.14285714285714285,0.14375,0.0975609756097561,0.15966386554621848,0.8686131386861314
wrn50,screw_c25,256,4,0.15,0.024390243902439025,0.06722689075630252,0.23125,0.21951219512195122,0.23529411764705882,0.926829268292683
wrn50,screw_c25,256,4,0.2,0.024390243902439025,0.01680672268907563,0.29375,0.3170731707317073,0.2857142857142857,0.9734513274336283
wrn50,screw_c25,256,4,0.25,0.024390243902439025,0.0,0.3125,0.34146341463414637,0.3025210084033613,0.990909090909091
wrn50,screw_c25,256,4,0.3,0.024390243902439025,0.0,0.325,0.3902439024390244,0.3025210084033613,0.9907407407407407
wrn50,screw_c25,256,4,0.35,0.024390243902439025,0.0,0.33125,0.4146341463414634,0.3025210084033613,0.9906542056074766
wrn50,screw_c25,256,4,0.4,0.024390243902439025,0.0,0.3375,0.43902439024390244,0.3025210084033613,0.9905660377358491
wrn50,screw_c25,256,4,0.45,0.024390243902439025,0.0,0.35625,0.5121951219512195,0.3025210084033613,0.9902912621359223
wrn50,screw_c25,256,4,0.5,0.024390243902439025,0.0,0.38125,0.6097560975609756,0.3025210084033613,0.98989898989899
wrn50,screw_c25,256,4,0.55,0.024390243902439025,0.0,0.39375,0.6585365853658537,0.3025210084033613,0.9896907216494846
wrn50,screw_c25,256,4,0.6,0.024390243902439025,0.0,0.39375,0.6585365853658537,0.3025210084033613,0.9896907216494846
wrn50,screw,256,0,0.05,0.07317073170731707,0.226890756302521,0.0,0.0,0.0,0.8125
wrn50,screw,256,0,0.1,0.07317073170731707,0.15966386554621848,0.075,0.0975609756097561,0.06722689075630252,0.8513513513513513
wrn50,screw,256,0,0.15,0.07317073170731707,0.13445378151260504,0.125,0.21951219512195122,0.09243697478991597,0.8642857142857143
wrn50,screw,256,0,0.2,0.07317073170731707,0.058823529411764705,0.2,0.2926829268292683,0.16806722689075632,0.921875
wrn50,screw,256,0,0.25,0.07317073170731707,0.04201680672268908,0.21875,0.3170731707317073,0.18487394957983194,0.936
wrn50,screw,256,0,0.3,0.07317073170731707,0.04201680672268908,0.225,0.34146341463414637,0.18487394957983194,0.9354838709677419
wrn50,screw,256,0,0.35,0.07317073170731707,0.0,0.26875,0.3902439024390244,0.226890756302521,0.9743589743589743
wrn50,screw,256,0,0.4,0.07317073170731707,0.0,0.28125,0.43902439024390244,0.226890756302521,0.9739130434782609
wrn50,screw,256,0,0.45,0.07317073170731707,0.0,0.2875,0.4634146341463415,0.226890756302521,0.9736842105263158
wrn50,screw,256,0,0.5,0.07317073170731707,0.0,0.3,0.5121951219512195,0.226890756302521,0.9732142857142857
wrn50,screw,256,0,0.55,0.07317073170731707,0.0,0.35625,0.7317073170731707,0.226890756302521,0.970873786407767
wrn50,screw,256,0,0.6,0.07317073170731707,0.0,0.35625,0.7317073170731707,0.226890756302521,0.970873786407767
wrn50,screw,256,1,0.05,0.07317073170731707,0.21008403361344538,0.0,0.0,0.0,0.825
wrn50,screw,256,1,0.1,0.07317073170731707,0.13445378151260504,0.0625,0.024390243902439025,0.07563025210084033,0.8733333333333333
wrn50,screw,256,1,0.15,0.07317073170731707,0.07563025210084033,0.1375,0.14634146341463414,0.13445378151260504,0.9130434782608695
wrn50,screw,256,1,0.2,0.07317073170731707,0.06722689075630252,0.1625,0.21951219512195122,0.14285714285714285,0.917910447761194
wrn50,screw,256,1,0.25,0.07317073170731707,0.025210084033613446,0.2,0.24390243902439024,0.18487394957983194,0.953125
wrn50,screw,256,1,0.3,0.07317073170731707,0.0,0.2375,0.3170731707317073,0.21008403361344538,0.9754098360655737
wrn50,screw,256,1,0.35,0.07317073170731707,0.0,0.26875,0.43902439024390244,0.21008403361344538,0.9743589743589743
wrn50,screw,256,1,0.4,0.07317073170731707,0.0,0.28125,0.4878048780487805,0.21008403361344538,0.9739130434782609
wrn50,screw,256,1,0.45,0.07317073170731707,0.0,0.28125,0.4878048780487805,0.21008403361344538,0.9739130434782609
wrn50,screw,256,1,0.5,0.07317073170731707,0.0,0.2875,0.5121951219512195,0.21008403361344538,0.9736842105263158
wrn50,screw,256,1,0.55,0.07317073170731707,0.0,0.3,0.5609756097560976,0.21008403361344538,0.9732142857142857
wrn50,screw,256,1,0.6,0.07317073170731707,0.0,0.3125,0.6097560975609756,0.21008403361344538,0.9727272727272728
wrn50,screw,256,2,0.05,0.0975609756097561,0.1092436974789916,0.0,0.0,0.0,0.89375
wrn50,screw,256,2,0.1,0.0975609756097561,0.09243697478991597,0.0125,0.0,0.01680672268907563,0.9050632911392406
wrn50,screw,256,2,0.15,0.0975609756097561,0.06722689075630252,0.05,0.07317073170731707,0.04201680672268908,0.9210526315789473
wrn50,screw,256,2,0.2,0.0975609756097561,0.03361344537815126,0.10625,0.1951219512195122,0.07563025210084033,0.9440559440559441
wrn50,screw,256,2,0.25,0.0975609756097561,0.01680672268907563,0.13125,0.24390243902439024,0.09243697478991597,0.9568345323741008
wrn50,screw,256,2,0.3,0.0975609756097561,0.01680672268907563,0.13125,0.24390243902439024,0.09243697478991597,0.9568345323741008
wrn50,screw,256,2,0.35,0.0975609756097561,0.008403361344537815,0.1375,0.24390243902439024,0.10084033613445378,0.9637681159420289
wrn50,screw,256,2,0.4,0.0975609756097561,0.0,0.1875,0.4146341463414634,0.1092436974789916,0.9692307692307692
wrn50,screw,256,2,0.45,0.0975609756097561,0.0,0.2,0.4634146341463415,0.1092436974789916,0.96875
wrn50,screw,256,2,0.5,0.0975609756097561,0.0,0.20625,0.4878048780487805,0.1092436974789916,0.968503937007874
wrn50,screw,256,2,0.55,0.0975609756097561,0.0,0.23125,0.5853658536585366,0.1092436974789916,0.967479674796748
wrn50,screw,256,2,0.6,0.0975609756097561,0.0,0.2625,0.7073170731707317,0.1092436974789916,0.9661016949152542
wrn50,screw,256,3,0.05,0.024390243902439025,0.226890756302521,0.0,0.0,0.0,0.825
