category,backbone,seed,shift,calibration,n_calib,image_auroc,false_alarm,miss_three_way,unsure_rate
metal_nut,wrn50,0,clean,clean_calib,44,0.9995112414467253,0.045454545454545456,0.0,0.08695652173913043
metal_nut,wrn50,0,clean,recal_20,20,0.9995112414467253,0.045454545454545456,0.0,0.09565217391304348
metal_nut,wrn50,0,clean,recal_all,44,0.9995112414467253,0.045454545454545456,0.0,0.08695652173913043
metal_nut,wrn50,0,darker_0.7,clean_calib,44,0.9980449657869013,0.045454545454545456,0.0,0.10434782608695652
metal_nut,wrn50,0,darker_0.7,recal_20,20,0.9980449657869013,0.2727272727272727,0.0,0.06086956521739131
metal_nut,wrn50,0,darker_0.7,recal_all,44,0.9980449657869013,0.045454545454545456,0.0,0.06956521739130435
metal_nut,wrn50,0,brighter_1.3,clean_calib,44,0.9980449657869013,0.13636363636363635,0.0,0.11304347826086956
metal_nut,wrn50,0,brighter_1.3,recal_20,20,0.9980449657869013,0.0,0.0,0.14782608695652175
metal_nut,wrn50,0,brighter_1.3,recal_all,44,0.9980449657869013,0.09090909090909091,0.0,0.09565217391304348
metal_nut,wrn50,0,rotate_5,clean_calib,44,0.9672531769305962,0.8636363636363636,0.0,0.02608695652173913
metal_nut,wrn50,0,rotate_5,recal_20,20,0.9672531769305962,0.0,0.043010752688172046,0.11304347826086956
metal_nut,wrn50,0,rotate_5,recal_all,44,0.9672531769305962,0.22727272727272727,0.043010752688172046,0.06956521739130435
metal_nut,wrn50,0,rotate_15,clean_calib,44,0.8387096774193548,1.0,0.0,0.0
metal_nut,wrn50,0,rotate_15,recal_20,20,0.8387096774193548,0.045454545454545456,0.22580645161290322,0.2
metal_nut,wrn50,0,rotate_15,recal_all,44,0.8387096774193548,0.045454545454545456,0.22580645161290322,0.2
metal_nut,wrn50,0,blur_1,clean_calib,44,0.9926686217008798,0.6363636363636364,0.0,0.06956521739130435
metal_nut,wrn50,0,blur_1,recal_20,20,0.9926686217008798,0.09090909090909091,0.0,0.09565217391304348
metal_nut,wrn50,0,blur_1,recal_all,44,0.9926686217008798,0.09090909090909091,0.0,0.11304347826086956
metal_nut,wrn50,0,blur_2,clean_calib,44,0.9613880742913001,1.0,0.0,0.0
metal_nut,wrn50,0,blur_2,recal_20,20,0.9613880742913001,0.18181818181818182,0.0,0.22608695652173913
metal_nut,wrn50,0,blur_2,recal_all,44,0.9613880742913001,0.18181818181818182,0.0,0.17391304347826086
metal_nut,wrn50,1,clean,clean_calib,44,0.9990224828934506,0.09090909090909091,0.0,0.06956521739130435
metal_nut,wrn50,1,clean,recal_20,20,0.9990224828934506,0.045454545454545456,0.0,0.0782608695652174
metal_nut,wrn50,1,clean,recal_all,44,0.9990224828934506,0.09090909090909091,0.0,0.06956521739130435
metal_nut,wrn50,1,darker_0.7,clean_calib,44,0.9990224828934506,0.045454545454545456,0.0,0.08695652173913043
metal_nut,wrn50,1,darker_0.7,recal_20,20,0.9990224828934506,0.0,0.0,0.05217391304347826
metal_nut,wrn50,1,darker_0.7,recal_all,44,0.9990224828934506,0.045454545454545456,0.0,0.043478260869565216
metal_nut,wrn50,1,brighter_1.3,clean_calib,44,0.9960899315738025,0.22727272727272727,0.0,0.06956521739130435
metal_nut,wrn50,1,brighter_1.3,recal_20,20,0.9960899315738025,0.09090909090909091,0.0,0.043478260869565216
metal_nut,wrn50,1,brighter_1.3,recal_all,44,0.9960899315738025,0.09090909090909091,0.0,0.043478260869565216
metal_nut,wrn50,1,rotate_5,clean_calib,44,0.9623655913978495,1.0,0.0,0.0
metal_nut,wrn50,1,rotate_5,recal_20,20,0.9623655913978495,0.045454545454545456,0.053763440860215055,0.05217391304347826
metal_nut,wrn50,1,rotate_5,recal_all,44,0.9623655913978495,0.22727272727272727,0.053763440860215055,0.06086956521739131
metal_nut,wrn50,1,rotate_15,clean_calib,44,0.8074291300097751,1.0,0.0,0.0
metal_nut,wrn50,1,rotate_15,recal_20,20,0.8074291300097751,0.0,0.3225806451612903,0.14782608695652175
metal_nut,wrn50,1,rotate_15,recal_all,44,0.8074291300097751,0.0,0.21505376344086022,0.25217391304347825
metal_nut,wrn50,1,blur_1,clean_calib,44,0.9941348973607038,0.7727272727272727,0.0,0.043478260869565216
metal_nut,wrn50,1,blur_1,recal_20,20,0.9941348973607038,0.18181818181818182,0.0,0.043478260869565216
metal_nut,wrn50,1,blur_1,recal_all,44,0.9941348973607038,0.09090909090909091,0.0,0.043478260869565216
metal_nut,wrn50,1,blur_2,clean_calib,44,0.9560117302052785,1.0,0.0,0.0
metal_nut,wrn50,1,blur_2,recal_20,20,0.9560117302052785,0.2727272727272727,0.010752688172043012,0.06956521739130435
metal_nut,wrn50,1,blur_2,recal_all,44,0.9560117302052785,0.13636363636363635,0.010752688172043012,0.1565217391304348
metal_nut,wrn50,2,clean,clean_calib,44,0.9980449657869013,0.13636363636363635,0.0,0.09565217391304348
metal_nut,wrn50,2,clean,recal_20,20,0.9980449657869013,0.13636363636363635,0.0,0.08695652173913043
metal_nut,wrn50,2,clean,recal_all,44,0.9980449657869013,0.13636363636363635,0.0,0.09565217391304348
metal_nut,wrn50,2,darker_0.7,clean_calib,44,0.998533724340176,0.13636363636363635,0.0,0.09565217391304348
metal_nut,wrn50,2,darker_0.7,recal_20,20,0.998533724340176,0.18181818181818182,0.0,0.06086956521739131
metal_nut,wrn50,2,darker_0.7,recal_all,44,0.998533724340176,0.09090909090909091,0.0,0.0782608695652174
metal_nut,wrn50,2,brighter_1.3,clean_calib,44,0.9970674486803519,0.5,0.0,0.05217391304347826
metal_nut,wrn50,2,brighter_1.3,recal_20,20,0.9970674486803519,0.09090909090909091,0.0,0.12173913043478261
metal_nut,wrn50,2,brighter_1.3,recal_all,44,0.9970674486803519,0.09090909090909091,0.0,0.12173913043478261
metal_nut,wrn50,2,rotate_5,clean_calib,44,0.9809384164222874,1.0,0.0,0.0
metal_nut,wrn50,2,rotate_5,recal_20,20,0.9809384164222874,0.18181818181818182,0.010752688172043012,0.09565217391304348
metal_nut,wrn50,2,rotate_5,recal_all,44,0.9809384164222874,0.18181818181818182,0.0,0.11304347826086956
metal_nut,wrn50,2,rotate_15,clean_calib,44,0.7888563049853373,1.0,0.0,0.0
metal_nut,wrn50,2,rotate_15,recal_20,20,0.7888563049853373,0.045454545454545456,0.34408602150537637,0.20869565217391303
metal_nut,wrn50,2,rotate_15,recal_all,44,0.7888563049853373,0.045454545454545456,0.3010752688172043,0.21739130434782608
metal_nut,wrn50,2,blur_1,clean_calib,44,0.9912023460410557,0.9545454545454546,0.0,0.008695652173913044
metal_nut,wrn50,2,blur_1,recal_20,20,0.9912023460410557,0.18181818181818182,0.0,0.043478260869565216
metal_nut,wrn50,2,blur_1,recal_all,44,0.9912023460410557,0.09090909090909091,0.0,0.06956521739130435
metal_nut,wrn50,2,blur_2,clean_calib,44,0.9486803519061584,1.0,0.0,0.0
metal_nut,wrn50,2,blur_2,recal_20,20,0.9486803519061584,0.13636363636363635,0.010752688172043012,0.16521739130434782
metal_nut,wrn50,2,blur_2,recal_all,44,0.9486803519061584,0.22727272727272727,0.010752688172043012,0.13043478260869565
metal_nut,wrn50,3,clean,clean_calib,44,0.9980449657869013,0.09090909090909091,0.0,0.0782608695652174
metal_nut,wrn50,3,clean,recal_20,20,0.9980449657869013,0.09090909090909091,0.0,0.0782608695652174
metal_nut,wrn50,3,clean,recal_all,44,0.9980449657869013,0.09090909090909091,0.0,0.0782608695652174
metal_nut,wrn50,3,darker_0.7,clean_calib,44,0.9975562072336266,0.09090909090909091,0.0,0.08695652173913043
metal_nut,wrn50,3,darker_0.7,recal_20,20,0.9975562072336266,0.045454545454545456,0.0,0.034782608695652174
metal_nut,wrn50,3,darker_0.7,recal_all,44,0.9975562072336266,0.045454545454545456,0.0,0.034782608695652174
metal_nut,wrn50,3,brighter_1.3,clean_calib,44,0.9970674486803519,0.4090909090909091,0.0,0.05217391304347826
metal_nut,wrn50,3,brighter_1.3,recal_20,20,0.9970674486803519,0.045454545454545456,0.0,0.09565217391304348
metal_nut,wrn50,3,brighter_1.3,recal_all,44,0.9970674486803519,0.045454545454545456,0.0,0.09565217391304348
metal_nut,wrn50,3,rotate_5,clean_calib,44,0.9701857282502443,0.9545454545454546,0.0,0.008695652173913044
metal_nut,wrn50,3,rotate_5,recal_20,20,0.9701857282502443,0.3181818181818182,0.010752688172043012,0.06086956521739131
metal_nut,wrn50,3,rotate_5,recal_all,44,0.9701857282502443,0.3181818181818182,0.010752688172043012,0.06086956521739131
metal_nut,wrn50,3,rotate_15,clean_calib,44,0.8260019550342131,1.0,0.0,0.0
metal_nut,wrn50,3,rotate_15,recal_20,20,0.8260019550342131,0.0,0.23655913978494625,0.20869565217391303
metal_nut,wrn50,3,rotate_15,recal_all,44,0.8260019550342131,0.0,0.2903225806451613,0.1565217391304348
metal_nut,wrn50,3,blur_1,clean_calib,44,0.9946236559139785,0.8181818181818182,0.0,0.034782608695652174
metal_nut,wrn50,3,blur_1,recal_20,20,0.9946236559139785,0.09090909090909091,0.0,0.043478260869565216
metal_nut,wrn50,3,blur_1,recal_all,44,0.9946236559139785,0.09090909090909091,0.0,0.043478260869565216
metal_nut,wrn50,3,blur_2,clean_calib,44,0.9599217986314761,1.0,0.0,0.0
metal_nut,wrn50,3,blur_2,recal_20,20,0.9599217986314761,0.18181818181818182,0.010752688172043012,0.13043478260869565
metal_nut,wrn50,3,blur_2,recal_all,44,0.9599217986314761,0.18181818181818182,0.010752688172043012,0.1391304347826087
metal_nut,wrn50,4,clean,clean_calib,44,0.9990224828934506,0.09090909090909091,0.0,0.05217391304347826
metal_nut,wrn50,4,clean,recal_20,20,0.9990224828934506,0.09090909090909091,0.0,0.09565217391304348
metal_nut,wrn50,4,clean,recal_all,44,0.9990224828934506,0.09090909090909091,0.0,0.05217391304347826
metal_nut,wrn50,4,darker_0.7,clean_calib,44,0.9970674486803519,0.13636363636363635,0.0,0.043478260869565216
metal_nut,wrn50,4,darker_0.7,recal_20,20,0.9970674486803519,0.09090909090909091,0.0,0.05217391304347826
metal_nut,wrn50,4,darker_0.7,recal_all,44,0.9970674486803519,0.09090909090909091,0.0,0.043478260869565216
metal_nut,wrn50,4,brighter_1.3,clean_calib,44,0.9960899315738025,0.4090909090909091,0.0,0.043478260869565216
metal_nut,wrn50,4,brighter_1.3,recal_20,20,0.9960899315738025,0.22727272727272727,0.0,0.06086956521739131
metal_nut,wrn50,4,brighter_1.3,recal_all,44,0.9960899315738025,0.09090909090909091,0.0,0.08695652173913043
